,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1351,0.61,0.58,0.01,0.13,0.065,0.12,0.31,0.98,0.87,0.35,0.87,0.71
1352,0.64,0.61,0.03,0.1,0.086,0.21,0.38,0.98,0.89,0.31,0.75,0.57
1353,0.64,0.61,0.03,0.1,0.086,0.21,0.38,0.98,0.89,0.31,0.75,0.57
1354,0.61,0.54,0.03,0.13,0.077,0.11,0.18,0.98,0.88,0.36,0.73,0.57
1355,0.51,0.28,0.25,0.1,0.086,0.08,0.21,0.98,0.88,0.29,0.74,0.57
1356,0.51,0.3,0.25,0.1,0.084,0.06,0.18,0.98,0.88,0.29,0.74,0.57
1357,0.62,0.39,0.24,0.14,0.078,0.41,0.45,0.98,0.96,0.43,0.81,0.71
1358,0.62,0.6,0.17,0.34,0.168,0.79,0.66,0.99,0.86,0.35,0.7,0.57
1359,0.99,0.44,0.4,0.07,0.091,0.09,0.18,0.98,0.79,0.49,0.73,0.71
1360,0.78,0.5,0.31,0.13,0.11199999999999999,0.17,0.25,0.98,0.85,0.4,0.8,0.57
1361,0.7,0.81,0.14,0.14,0.09300000000000001,0.2,0.36,0.99,0.88,0.38,0.74,0.57
1362,0.99,0.44,0.4,0.07,0.091,0.09,0.18,0.98,0.79,0.49,0.73,0.71
1363,0.68,0.79,0.27,0.11,0.08,0.17,0.42,0.98,0.86,0.33,0.72,0.43
1364,0.61,0.57,0.02,0.1,0.096,0.15,0.2,0.98,0.92,0.37,0.87,0.71
1365,0.66,0.46,0.09,0.12,0.115,0.15,0.28,0.98,0.83,0.46,0.7,0.57
1366,0.62,0.7,0.08,0.09,0.094,0.15,0.3,0.98,0.85,0.35,0.72,0.57
1367,0.58,0.5,0.3,0.12,0.08800000000000001,0.14,0.71,0.99,0.85,1.0,0.77,0.71
1368,0.68,0.73,0.32,0.12,0.079,0.24,0.5,0.98,0.86,0.35,0.72,0.71
1369,0.55,0.57,0.0,0.08,0.069,0.06,0.04,0.98,0.87,0.22,0.76,0.43
1370,0.74,0.74,0.51,0.09,0.415,0.18,0.44,0.98,0.77,1.0,0.67,0.57
1371,0.63,0.54,0.56,0.18,0.153,0.08,0.09,0.98,0.84,0.86,0.85,0.71
1372,0.74,0.74,0.51,0.09,0.415,0.18,0.44,0.98,0.77,1.0,0.67,0.57
1373,0.65,0.71,0.27,0.23,0.11,0.52,0.6,0.98,0.85,0.32,0.68,0.57
1374,0.57,0.78,0.0,0.06,0.267,0.24,0.19,0.98,0.87,0.38,0.72,0.28
1375,0.61,0.52,0.26,0.11,0.083,0.2,0.68,0.98,0.85,0.4,0.72,0.57
1376,0.69,0.85,0.2,0.07,0.086,0.11,0.2,0.98,0.8,0.33,0.73,0.57
1377,0.43,0.45,0.26,0.13,0.09,0.35,0.5,0.98,1.0,0.5,0.9,0.71
1378,0.61,0.41,0.15,0.11,0.078,0.15,0.18,0.98,0.86,0.38,0.72,0.71
1379,0.63,0.53,0.02,0.15,0.077,0.17,0.23,0.98,0.88,0.5,0.79,0.71
1380,0.63,0.53,0.02,0.15,0.077,0.17,0.23,0.98,0.88,0.5,0.79,0.71
1381,0.57,0.79,0.09,0.1,0.07400000000000001,0.06,0.16,0.98,0.89,0.32,0.7,0.57
1382,0.68,0.56,0.22,0.12,0.08,0.38,0.71,0.98,0.87,0.36,0.72,0.57
1383,0.68,0.56,0.22,0.12,0.08,0.38,0.71,0.98,0.87,0.36,0.72,0.57
1384,0.6,0.72,0.15,0.1,0.107,0.3,0.57,0.98,0.83,0.37,0.7,0.57
1385,0.68,0.77,0.25,0.2,0.076,0.52,0.57,0.98,0.83,0.29,0.67,0.57
1386,0.62,0.6,0.07,0.1,0.1,0.12,0.15,0.98,0.87,0.46,0.7,0.57
1387,0.62,0.6,0.07,0.1,0.1,0.12,0.15,0.98,0.87,0.46,0.7,0.57
1388,0.55,0.6,0.31,0.38,0.083,0.11,0.33,0.99,0.88,0.56,0.75,0.57
1389,0.56,0.44,0.02,0.12,0.08,0.55,0.75,0.98,0.8,0.41,0.71,0.57
1390,0.5,0.45,0.0,0.13,0.068,0.23,0.22,0.98,0.96,0.47,0.92,0.71
1391,0.68,0.6,0.22,0.14,0.094,0.08,0.22,0.98,0.89,0.46,0.81,0.57
1392,0.6,0.58,0.06,0.06,0.07,0.08,0.07,0.98,0.82,0.35,0.72,0.57
1393,0.68,0.48,0.25,0.11,0.078,0.29,0.4,0.98,0.87,0.35,0.75,0.57
1394,0.54,0.53,0.14,0.24,0.07,0.41,0.49,0.98,0.87,0.35,0.67,0.57
1395,0.73,0.65,0.1,0.08,0.092,0.05,0.07,0.99,0.87,0.53,0.7,0.71
1396,0.74,0.64,0.1,0.08,0.09,0.06,0.07,0.99,0.87,0.53,0.7,0.57
1397,0.62,0.55,0.26,0.11,0.08,0.26,0.7,0.98,0.86,0.4,0.72,0.57
1398,0.59,0.56,0.12,0.12,0.083,0.2,0.18,0.98,0.94,0.5,0.75,0.86
1399,0.61,0.63,0.0,0.12,0.068,0.15,0.15,0.98,0.9,0.6,0.81,0.71
1400,0.67,0.65,0.21,0.12,0.08,0.5,0.96,0.98,0.85,0.38,0.72,0.57
1401,0.67,0.65,0.21,0.12,0.08,0.5,0.96,0.98,0.85,0.38,0.72,0.57
1402,0.64,0.26,0.42,0.11,0.052000000000000005,0.09,0.15,0.98,0.91,0.71,0.87,0.71
1403,0.61,0.29,0.33,0.09,0.061,0.05,0.08,0.98,0.84,1.0,0.73,1.0
1404,0.68,0.46,0.39,0.15,0.08199999999999999,0.18,0.31,0.99,0.91,0.55,0.78,0.71
1405,0.65,0.25,0.3,0.11,0.062,0.27,0.22,0.98,0.86,0.87,0.83,0.86
1406,0.69,0.21,0.34,0.32,0.062,0.12,0.14,0.99,0.84,0.92,0.8,0.71
1407,0.5,0.47,0.0,0.12,0.064,0.61,0.36,0.98,0.94,0.91,0.78,0.71
1408,0.69,0.25,0.36,0.12,0.048,0.53,0.35,0.98,0.86,1.0,0.91,0.86
1409,0.5,0.47,0.0,0.12,0.064,0.61,0.36,0.98,0.94,0.92,0.78,0.71
1410,0.55,0.92,0.0,0.1,0.08199999999999999,0.08,0.1,0.98,0.93,0.35,0.87,0.71
1411,0.54,0.43,0.4,0.14,0.071,0.12,0.12,0.98,0.95,0.69,0.78,0.71
1412,0.69,0.21,0.34,0.32,0.062,0.12,0.14,0.99,0.84,0.93,0.8,0.71
1413,0.84,0.53,0.25,0.11,0.10400000000000001,0.18,0.6,0.98,0.78,0.88,0.74,0.57
1414,0.85,0.28,0.59,0.12,0.077,0.05,0.09,0.99,0.83,0.74,0.7,0.57
1415,0.52,0.54,0.0,0.08,0.065,0.12,0.11,0.98,0.95,0.81,0.69,0.57
1416,0.85,0.28,0.59,0.12,0.077,0.05,0.09,0.99,0.83,0.74,0.7,0.57
1417,0.62,0.3,0.33,0.14,0.064,0.32,0.24,0.98,0.88,0.73,0.89,0.86
1418,0.66,0.49,0.01,0.08,0.077,0.05,0.12,0.98,0.82,0.37,0.72,0.57
1419,0.65,0.6,0.21,0.12,0.077,0.48,0.9,0.98,0.86,0.36,0.72,0.57
1420,0.66,0.49,0.01,0.08,0.077,0.05,0.12,0.98,0.82,0.37,0.72,0.57
1421,0.63,0.36,0.18,0.08,0.079,0.36,0.39,0.98,0.88,0.51,0.69,0.57
1422,0.59,0.5,0.0,0.12,0.079,0.59,0.37,0.98,0.89,0.81,0.84,0.71
1423,0.54,0.49,0.09,0.24,0.12300000000000001,0.21,0.2,0.98,0.93,0.62,0.81,0.43
1424,0.7,0.23,0.37,0.07,0.076,0.12,0.15,0.99,0.85,0.65,0.7,0.71
1425,0.7,0.23,0.37,0.07,0.076,0.12,0.15,0.99,0.85,0.65,0.7,0.71
1426,0.65,0.2,0.37,0.1,0.046,0.35,0.4,0.98,0.9,0.66,0.89,0.71
1427,0.64,0.37,0.33,0.14,0.078,0.09,0.15,0.98,0.87,0.51,0.82,0.57
1428,0.66,0.6,0.0,0.1,0.07200000000000001,0.41,0.37,0.98,0.87,0.57,0.81,0.57
1429,0.67,0.15,0.4,0.12,0.049,0.58,0.45,0.98,0.87,0.92,0.83,0.57
1430,0.62,0.37,0.24,0.1,0.066,0.27,0.31,0.98,0.89,0.56,0.76,0.57
1431,0.64,0.39,0.31,0.12,0.069,0.2,0.5,0.98,0.85,0.47,0.72,0.71
1432,0.49,0.4,0.0,0.08,0.042,0.05,0.07,0.98,0.92,0.83,0.86,0.71
1433,0.51,0.36,0.16,0.1,0.069,0.17,0.16,0.98,0.9,0.7,0.74,0.86
1434,0.87,0.5,0.37,1.0,0.214,0.83,0.64,1.0,0.83,0.73,0.66,0.71
1435,0.87,0.5,0.37,1.0,0.214,0.83,0.64,1.0,0.83,0.73,0.66,0.71
1436,0.85,0.34,0.38,0.09,0.16899999999999998,0.41,0.61,0.99,0.82,0.59,0.62,0.57
1437,0.57,0.88,0.29,0.33,0.07,0.23,0.26,0.98,0.94,0.47,0.81,0.57
1438,0.59,0.55,0.0,0.1,0.052000000000000005,0.05,0.04,0.99,0.9,0.38,0.75,0.57
1439,0.62,0.63,0.02,0.14,0.07200000000000001,0.47,0.62,0.98,0.87,0.63,0.81,0.71
1440,0.61,0.33,0.32,0.12,0.062,0.23,0.18,0.98,0.84,0.69,0.83,0.86
1441,0.62,0.75,0.19,0.36,0.094,0.29,0.66,0.99,0.82,0.44,0.7,0.71
1442,0.58,0.59,0.02,0.12,0.078,0.27,0.2,0.99,0.9,0.71,0.72,0.57
1443,0.58,0.54,0.2,0.1,0.057999999999999996,0.12,0.14,0.98,0.89,0.41,0.86,0.57
1444,0.62,0.63,0.02,0.14,0.07200000000000001,0.47,0.62,0.98,0.87,0.63,0.81,0.71
1445,0.62,0.75,0.19,0.36,0.094,0.29,0.66,0.99,0.82,0.44,0.7,0.71
1446,0.58,0.59,0.02,0.12,0.078,0.27,0.2,0.99,0.9,0.71,0.72,0.57
1447,0.57,0.63,0.0,0.12,0.08,0.33,0.26,0.99,0.9,0.7,0.71,0.57
1448,0.58,0.54,0.01,0.12,0.08,0.61,0.36,0.99,0.9,0.69,0.71,0.57
1449,0.61,0.34,0.31,0.12,0.055999999999999994,0.23,0.19,0.98,0.84,0.72,0.83,1.0
1450,0.61,0.33,0.32,0.12,0.062,0.23,0.18,0.98,0.84,0.69,0.83,0.86
1451,0.66,0.28,0.44,0.17,0.10400000000000001,0.12,0.11,0.99,0.87,0.74,0.81,0.86
1452,0.55,0.54,0.02,0.12,0.062,0.56,0.35,0.98,0.88,0.72,0.85,0.86
1453,0.64,0.45,0.33,0.12,0.07400000000000001,0.41,0.57,0.99,0.9,0.51,0.66,0.57
1454,1.0,0.41,0.63,0.14,0.073,0.11,0.15,0.99,0.84,0.64,0.8,0.71
1455,0.57,0.86,0.0,0.09,0.052000000000000005,0.14,0.11,0.98,0.93,0.57,0.8,0.71
1456,0.53,0.5,0.06,0.11,0.05,0.58,0.6,0.98,0.87,0.42,0.77,0.71
1457,0.67,0.45,0.33,0.12,0.07400000000000001,0.41,0.57,0.99,0.9,0.51,0.66,0.57
1458,0.74,0.25,0.4,0.1,0.067,0.12,0.13,0.99,0.89,0.54,0.77,0.57
1459,0.7,0.17,0.35,0.1,0.054000000000000006,0.11,0.09,0.98,0.87,0.77,0.87,0.86
1460,0.56,0.38,0.09,0.15,0.054000000000000006,0.52,0.43,0.99,0.9,0.63,0.76,0.71
1461,0.54,0.75,0.0,0.13,0.06,0.09,0.08,0.99,0.96,0.55,0.73,0.43
1462,0.6,0.6,0.03,0.15,0.075,0.21,0.2,0.98,0.88,0.51,0.76,0.71
1463,0.61,0.59,0.01,0.15,0.076,0.21,0.26,0.98,0.88,0.45,0.79,0.71
1464,0.6,0.55,0.1,0.1,0.063,0.52,0.35,0.98,0.9,0.62,0.71,0.57
1465,0.6,0.55,0.1,0.1,0.063,0.52,0.35,0.98,0.9,0.62,0.71,0.57
1466,0.64,0.44,0.32,0.13,0.062,0.47,0.36,0.99,0.87,0.59,0.73,0.86
1467,0.59,1.0,0.08,0.15,0.067,0.29,0.21,0.99,0.94,0.5,0.81,0.43
1468,0.64,0.46,0.32,0.13,0.062,0.47,0.36,0.99,0.87,0.59,0.73,0.86
1469,0.64,0.98,0.05,0.13,0.061,0.3,0.33,0.99,0.87,0.48,0.71,0.28
1470,0.89,0.68,0.11,0.08,0.084,0.12,0.15,0.98,0.73,0.38,0.71,0.57
1471,0.59,0.69,0.08,0.25,0.067,0.12,0.1,0.98,0.91,0.44,0.93,0.57
1472,0.67,0.33,0.6,0.17,0.073,0.35,0.29,0.99,0.89,0.76,0.81,0.71
1473,0.53,0.59,0.08,0.11,0.071,0.21,0.3,0.98,0.89,0.47,0.81,0.57
1474,0.88,0.48,0.5,0.99,0.205,0.73,0.55,1.0,0.82,0.71,0.64,0.57
1475,0.46,0.45,0.11,0.14,0.048,0.24,0.6,0.98,0.94,0.86,1.0,0.86
1476,0.88,0.48,0.5,0.99,0.205,0.73,0.55,1.0,0.82,0.71,0.64,0.57
1477,0.46,0.45,0.11,0.14,0.048,0.24,0.6,0.98,0.94,0.86,1.0,0.86
1478,0.63,0.87,0.05,0.4,0.08199999999999999,0.05,0.09,1.0,0.9,0.44,0.79,0.28
1479,0.73,0.26,0.6,0.2,0.10400000000000001,0.15,0.14,1.0,0.89,0.63,0.83,0.57
1480,0.49,0.61,0.03,0.09,0.08,0.09,0.08,0.99,0.98,0.56,0.79,0.43
1481,0.73,0.26,0.6,0.2,0.10400000000000001,0.15,0.14,1.0,0.89,0.63,0.83,0.57
1482,0.63,0.57,0.54,0.13,0.114,0.05,0.05,0.99,0.87,0.5,0.8,0.43
1483,0.72,0.31,0.44,0.09,0.042,0.09,0.07,0.99,0.88,0.55,0.83,0.57
1484,0.6,0.91,0.06,0.12,0.06,0.06,0.07,0.99,0.94,0.58,0.85,0.43
1485,0.62,0.64,0.16,0.13,0.07400000000000001,0.12,0.16,0.99,0.89,0.48,0.75,0.57
1486,0.6,0.67,0.21,0.13,0.07,0.14,0.15,0.99,0.89,0.54,0.8,0.57
1487,0.53,0.63,0.05,0.12,0.066,0.14,0.11,0.99,0.94,0.74,0.83,0.57
1488,0.49,0.52,0.04,0.1,0.049,0.08,0.08,0.99,1.0,0.51,0.89,0.57
1489,0.54,0.56,0.1,0.13,0.048,0.06,0.07,0.99,0.91,0.72,0.84,0.71
1490,0.63,0.19,0.49,0.11,0.039,0.12,0.11,0.98,0.89,0.49,0.97,0.71
1491,0.49,0.52,0.04,0.1,0.049,0.08,0.08,0.99,1.0,0.51,0.89,0.57
1492,0.54,0.64,0.06,0.09,0.05,0.09,0.11,0.98,0.97,0.47,0.93,0.57
1493,0.68,0.52,0.26,0.12,0.08900000000000001,0.35,1.0,0.99,0.87,0.52,0.75,0.57
1494,0.56,0.29,0.09,0.08,0.066,0.23,0.18,0.99,0.92,0.65,0.78,0.86
1495,0.62,0.41,0.02,0.12,0.08,0.23,0.18,0.99,0.9,0.78,0.83,0.71
1496,0.68,0.52,0.26,0.12,0.08900000000000001,0.35,1.0,0.99,0.87,0.52,0.75,0.57
1497,0.61,0.73,0.03,0.15,0.054000000000000006,0.11,0.11,0.99,0.93,0.57,0.9,0.71
1498,0.58,0.89,0.04,0.15,0.068,0.11,0.09,0.99,0.95,0.51,0.84,0.71
1499,0.61,0.73,0.03,0.15,0.054000000000000006,0.11,0.11,0.99,0.93,0.57,0.9,0.71
1500,0.66,0.72,0.04,0.09,0.076,0.12,0.11,0.99,0.87,0.45,0.75,0.57
1501,0.69,0.81,0.29,0.29,0.083,0.32,0.48,0.99,0.83,0.45,0.73,0.57
1502,0.64,0.57,0.18,0.15,0.078,0.23,0.45,0.99,0.88,0.47,0.76,0.57
1503,0.54,0.42,0.39,0.16,0.077,0.09,0.1,0.99,0.95,0.64,0.86,0.71
1504,0.66,0.36,0.57,0.15,0.106,0.08,0.08,0.99,0.9,0.48,0.89,0.71
1505,0.59,0.75,0.02,0.11,0.078,0.09,0.08,0.99,0.96,0.57,0.77,0.28
1506,0.6,0.8,0.05,0.12,0.07,0.09,0.1,0.99,0.95,0.6,0.84,0.71
1507,0.66,0.36,0.57,0.15,0.106,0.08,0.08,0.99,0.9,0.48,0.89,0.71
1508,0.63,0.24,0.6,0.13,0.07400000000000001,0.26,0.18,1.0,0.91,0.67,0.83,0.71
1509,0.7,0.15,0.4,0.11,0.062,0.11,0.14,0.99,0.87,0.65,0.87,0.57
1510,0.56,0.34,0.21,0.14,0.047,0.39,0.36,0.99,0.93,0.73,0.75,0.71
1511,0.63,0.68,0.04,0.13,0.068,0.29,0.2,0.99,0.92,0.62,0.76,0.57
1512,0.56,0.78,0.04,0.14,0.061,0.17,0.12,0.99,0.95,0.59,0.81,0.71
1513,0.56,0.54,0.15,0.11,0.078,0.26,0.49,0.98,0.89,0.54,0.82,0.71
1514,0.61,0.83,0.21,0.28,0.07400000000000001,0.24,0.49,1.0,0.95,0.67,0.72,0.71
1515,0.61,0.83,0.21,0.28,0.07400000000000001,0.24,0.49,1.0,0.95,0.67,0.72,0.71
1516,0.53,0.3,0.25,0.15,0.071,0.35,0.44,0.99,0.92,0.97,0.83,0.57
1517,0.57,0.51,0.06,0.12,0.063,0.44,0.33,0.99,0.91,0.8,0.8,0.71
1518,0.65,0.45,0.46,0.14,0.114,0.11,0.14,0.99,0.89,0.57,0.82,0.57
1519,0.58,0.69,0.08,0.17,0.106,0.21,0.2,0.99,0.92,0.51,0.79,0.57
1520,0.57,0.51,0.06,0.12,0.063,0.44,0.33,0.99,0.91,0.8,0.8,0.71
1521,0.61,0.46,0.2,0.12,0.08199999999999999,0.14,0.17,0.99,0.91,0.34,0.7,0.43
1522,0.53,0.3,0.25,0.15,0.071,0.35,0.44,0.99,0.92,0.97,0.83,0.57
1523,0.6,0.46,0.25,0.12,0.076,0.44,0.46,0.99,0.89,0.54,0.81,0.57
1524,0.53,0.4,0.19,0.12,0.075,0.33,0.35,0.99,0.91,0.74,0.78,0.71
1525,0.59,0.46,0.08,0.13,0.064,0.27,0.25,0.99,0.89,0.58,0.75,0.57
1526,0.6,0.45,0.08,0.14,0.064,0.27,0.28,0.99,0.88,0.59,0.75,0.71
1527,0.63,0.51,0.07,0.1,0.071,0.23,0.17,0.99,0.88,0.6,0.84,0.71
1528,0.7,0.27,0.49,0.14,0.096,0.32,0.44,0.99,0.88,0.62,0.79,0.71
1529,0.63,0.68,0.08,0.13,0.063,0.64,0.39,0.99,0.92,0.54,0.79,0.71
1530,0.58,0.42,0.09,0.14,0.063,0.14,0.13,0.99,0.92,0.64,0.88,0.71
1531,0.53,0.69,0.1,0.18,0.081,0.2,0.21,0.99,0.98,0.6,0.79,0.57
1532,0.63,0.51,0.13,0.12,0.057999999999999996,0.27,0.16,0.99,0.85,0.63,0.77,0.71
1533,0.71,0.37,0.3,0.12,0.07400000000000001,0.48,0.64,0.99,0.91,0.55,0.7,0.57
1534,0.58,0.54,0.14,0.15,0.064,0.2,0.21,0.99,0.92,0.56,0.91,0.86
1535,0.62,0.53,0.13,0.14,0.075,0.23,0.26,0.99,0.9,0.52,0.75,0.71
1536,0.53,0.51,0.08,0.12,0.077,0.36,0.34,0.99,0.98,0.63,0.8,0.71
1537,0.47,0.57,0.08,0.12,0.059000000000000004,0.3,0.23,0.99,0.94,0.58,0.79,0.71
1538,0.54,0.63,0.09,0.16,0.081,0.23,0.19,0.99,0.97,0.57,0.94,0.57
1539,0.63,0.37,0.32,0.11,0.065,0.52,0.45,0.99,0.93,0.74,0.77,0.57
1540,0.54,0.5,0.08,0.3,0.071,0.17,0.24,0.99,0.96,0.57,0.91,0.71
1541,0.65,0.22,0.29,0.14,0.054000000000000006,0.29,0.37,0.99,0.91,0.72,0.85,0.86
1542,0.59,0.85,0.02,0.12,0.064,0.44,0.28,0.99,0.88,0.49,0.84,0.71
1543,0.99,0.42,0.42,0.14,0.064,0.21,0.14,0.99,0.86,0.5,0.81,0.71
1544,0.74,0.35,0.43,0.15,0.063,0.18,0.14,0.99,0.84,0.78,0.87,0.86
1545,0.57,0.62,0.33,0.11,0.059000000000000004,0.24,0.21,0.99,0.9,0.58,0.79,0.71
1546,0.62,0.56,0.02,0.12,0.07200000000000001,0.26,0.19,0.99,0.9,0.55,0.79,0.57
1547,0.55,0.59,0.1,0.09,0.048,0.18,0.19,0.98,0.96,0.43,0.94,0.57
1548,1.0,0.38,0.5,0.12,0.099,0.29,0.38,0.99,0.81,0.51,0.81,0.57
1549,0.92,0.34,0.3,0.11,0.07400000000000001,0.26,0.17,0.99,0.86,0.65,0.89,1.0
1550,0.88,0.67,0.0,0.15,0.087,0.26,0.19,0.99,0.93,0.45,0.74,0.67
1551,0.88,0.66,0.0,0.15,0.083,0.27,0.2,0.99,0.92,0.47,0.73,0.67
1552,0.78,0.67,0.01,0.25,0.10300000000000001,0.48,0.41,0.99,0.95,0.6,0.88,0.83
1553,0.91,0.73,0.0,0.14,0.08,0.27,0.21,0.99,0.92,0.54,0.73,0.67
1554,0.82,0.85,0.02,0.15,0.062,0.23,0.17,0.99,0.96,0.54,0.86,0.83
1555,0.87,0.54,0.17,0.1,0.065,0.23,0.17,0.99,0.92,0.63,0.82,1.0
1556,0.82,0.88,0.04,0.14,0.066,0.18,0.14,0.99,0.95,0.49,0.77,0.67
1557,0.82,0.85,0.02,0.15,0.062,0.23,0.17,0.99,0.96,0.54,0.86,0.83
1558,0.86,0.62,0.33,0.47,0.235,1.0,0.88,1.0,0.85,0.49,0.74,0.67
1559,0.97,0.59,0.26,0.12,0.08,0.79,1.0,0.99,0.85,0.44,0.77,0.67
1560,0.97,0.59,0.26,0.12,0.08,0.79,1.0,0.99,0.85,0.44,0.77,0.67
1561,0.97,0.59,0.26,0.12,0.08,0.79,1.0,0.99,0.85,0.44,0.77,0.67
1562,0.9,0.68,0.13,0.12,0.076,0.31,0.18,0.99,0.88,0.47,0.79,0.67
1563,0.9,0.68,0.13,0.12,0.076,0.31,0.18,0.99,0.88,0.47,0.79,0.67
1564,0.9,0.68,0.13,0.12,0.076,0.31,0.18,0.99,0.88,0.47,0.79,0.67
1565,0.83,0.66,0.02,0.12,0.061,0.67,0.4,0.99,0.91,0.79,0.85,0.83
1566,0.83,0.13,0.64,0.13,0.059000000000000004,0.62,0.49,0.99,0.89,0.66,0.87,0.83
1567,0.9,0.68,0.13,0.12,0.076,0.31,0.18,0.99,0.88,0.47,0.79,0.67
1568,0.87,0.54,0.13,0.09,0.077,0.64,0.4,0.99,0.89,0.52,0.72,0.67
1569,0.77,0.49,0.14,0.12,0.055999999999999994,0.38,0.32,0.99,0.94,0.5,0.9,0.83
1570,0.79,0.34,0.53,0.14,0.23,0.49,0.33,0.98,0.9,0.92,0.97,0.83
1571,0.79,0.36,0.14,0.14,0.038,0.38,0.23,0.99,0.92,0.59,0.87,0.83
1572,0.91,0.68,0.32,0.14,0.069,0.9,1.0,0.99,0.89,0.43,0.74,0.67
1573,0.74,0.57,0.2,0.15,0.075,0.38,0.48,0.99,0.97,0.62,0.98,0.83
1574,0.69,0.29,0.78,1.0,0.07400000000000001,0.59,0.9,0.99,0.91,0.4,0.82,0.83
1575,0.94,0.5,0.4,0.26,0.06,0.31,0.19,0.99,0.87,0.58,0.92,0.83
1576,1.0,0.28,0.63,0.18,0.081,0.41,0.28,0.99,0.88,0.74,0.84,0.83
1577,0.82,0.69,0.15,0.64,0.076,0.33,0.26,0.99,0.96,0.54,0.93,0.83
1578,0.9,0.66,0.15,0.21,0.11800000000000001,0.33,0.19,0.99,0.92,0.62,0.88,0.83
1579,0.82,0.54,0.09,0.2,0.053,0.62,0.31,0.99,0.96,0.54,0.88,0.67
1580,0.99,0.33,0.33,0.29,0.068,0.23,0.25,0.99,0.9,0.54,0.93,0.83
1581,0.82,0.54,0.09,0.2,0.053,0.62,0.31,0.99,0.96,0.54,0.88,0.67
1582,0.81,0.71,0.1,0.31,0.053,0.33,0.26,0.99,0.97,0.42,0.93,0.67
1583,0.82,0.44,0.29,0.25,0.07400000000000001,0.82,0.96,0.99,0.89,0.56,0.76,0.67
1584,0.89,0.3,0.44,0.29,0.061,0.62,0.33,0.99,0.88,0.77,0.91,1.0
1585,0.96,0.37,0.44,0.31,0.066,0.56,0.47,0.99,0.88,0.81,0.9,1.0
1586,1.0,0.29,0.41,0.29,0.065,0.87,0.58,0.99,0.89,0.83,0.89,1.0
1587,0.8,0.6,0.11,0.21,0.066,0.46,0.27,0.99,0.96,0.6,0.85,1.0
1588,1.0,0.65,0.33,0.3,0.068,0.87,1.0,0.99,0.87,0.74,1.0,1.0
1589,0.97,0.72,0.2,1.0,0.073,0.74,1.0,0.99,0.88,0.47,0.79,0.81
1590,0.92,0.53,0.15,0.48,0.077,0.67,0.68,0.98,0.89,0.79,1.0,1.0
1591,0.79,0.73,0.09,0.45,0.08900000000000001,0.41,0.5,0.99,1.0,0.49,1.0,1.0
1592,0.92,0.49,0.13,0.63,0.076,0.74,0.78,0.99,0.95,0.71,0.98,1.0
1593,1.0,0.61,0.08,0.51,0.068,0.72,0.74,0.99,0.95,0.79,0.85,1.0
1594,0.98,0.59,0.08,0.54,0.09,0.82,0.86,0.99,0.96,0.51,0.94,0.81
1595,0.93,0.53,0.1,0.6,0.062,1.0,1.0,0.99,0.98,0.72,1.0,1.0
1596,1.0,0.49,0.13,0.63,0.076,0.91,0.91,0.99,0.95,0.71,1.0,1.0
1597,0.98,0.63,0.12,0.54,0.075,1.0,1.0,0.99,1.0,0.66,0.93,0.81
1598,1.0,0.29,0.47,1.0,0.067,1.0,1.0,0.99,1.0,0.6,1.0,1.0
